,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
93,Developing,74.1,138.0,55.1,0.1,93.0,94.0,2579.193168,0.776,16.3
2430,Developed,81.9,64.0,63.5,0.1,97.0,97.0,3736.228,0.86,16.4
958,Developing,59.7,32.0,29.8,11.0,45.0,44.0,4892.11618,0.638,12.3
2292,Developing,72.1,186.0,29.2,0.1,99.0,99.0,1176.65871,0.715,12.3
187,Developing,75.2,83.0,55.6,0.1,98.0,98.0,15846.47641,0.803,13.9
2085,Developing,76.3,87.0,63.3,0.1,93.0,93.0,2843.63635,0.809,12.6
491,Developing,52.1,412.0,22.8,7.5,73.0,72.0,93.211716,0.455,8.2
296,Developing,66.5,238.0,18.0,0.3,95.0,93.0,1741.142552,0.0,10.1
1813,Developing,69.2,165.0,19.1,0.1,91.0,9.0,743.7653489,0.555,12.2
1617,Developing,69.6,139.0,15.2,0.1,98.0,98.0,2182.99711,0.577,11.3
142,Developed,78.6,92.0,5.6,0.1,84.0,83.0,24489.73553,0.837,15.5
2215,Developing,72.0,18.0,65.6,0.1,95.0,94.0,154.68923,0.64,12.1
561,Developing,75.8,86.0,31.9,0.1,99.0,99.0,7683.5238,0.723,13.1
529,Developing,52.6,362.0,18.7,2.9,37.0,44.0,125.998515,0.39,7.3
1719,Developing,67.8,231.0,49.2,0.1,99.0,99.0,4368.82248,0.712,14.7
1628,Developing,53.6,29.0,18.0,1.9,77.0,78.0,487.942556,0.338,5.8
428,Developing,51.9,387.0,13.5,5.1,82.0,75.0,112.849373,0.276,4.7
2067,Developed,77.3,15.0,52.5,0.1,99.0,96.0,15772.7334,0.789,15.8
2724,Developing,53.2,446.0,14.5,8.7,64.0,59.0,315.788227,0.429,10.9
2356,Developed,77.2,113.0,53.5,0.1,94.0,94.0,1726.9151,0.85,16.6
514,Developing,49.9,451.0,21.6,5.1,23.0,23.0,337.4849614,0.37,7.1
1949,Developing,64.6,177.0,2.6,0.1,62.0,7.0,139.31288,0.513,7.3
1951,Developing,64.2,179.0,19.5,0.1,78.0,77.0,873.772727,0.501,6.5
591,Developing,71.4,167.0,46.7,0.1,79.0,82.0,2472.197831,0.65,11.3
1581,Developing,45.1,615.0,15.5,23.4,89.0,94.0,274.2256294,0.366,10.0
1585,Developing,43.1,588.0,14.1,25.5,75.0,73.0,153.2594872,0.391,10.7
2200,Developing,74.0,125.0,74.7,0.1,66.0,61.0,4149.363444,0.702,12.9
900,Developing,69.6,192.0,61.1,0.1,99.0,99.0,4763.68956,0.719,15.0
423,Developing,55.3,35.0,15.2,2.9,92.0,89.0,196.2472628,0.319,7.9
737,Developed,86.0,71.0,58.8,0.1,93.0,93.0,5314.64416,0.923,19.2
590,Developing,71.5,165.0,47.5,0.1,8.0,83.0,2395.856551,0.653,11.4
2206,Developing,76.0,172.0,72.0,0.1,49.0,45.0,335.112838,0.691,12.9
1135,Developing,59.3,33.0,35.6,4.8,48.0,54.0,393.16327,0.444,8.0
284,Developing,55.8,285.0,19.7,2.1,73.0,75.0,519.2922847,0.416,7.7
1076,Developing,58.8,284.0,22.2,1.0,63.0,63.0,54.169324,0.406,8.5
1928,Developing,76.2,12.0,52.8,0.1,98.0,99.0,21268.7564,0.796,13.7
638,Developing,78.3,99.0,47.3,0.1,94.0,94.0,462.14965,0.712,11.9
917,Developing,84.0,82.0,61.0,0.1,99.0,99.0,47415.55987,0.884,17.0
1771,Developing,53.2,45.0,19.7,12.6,75.0,74.0,53.127719,0.372,8.8
1251,Developed,81.2,66.0,62.1,0.1,96.0,96.0,5553.32623,0.91,18.6
288,Developing,69.8,211.0,24.5,0.5,99.0,98.0,2613.645177,0.604,12.5
870,Developing,76.1,138.0,58.0,0.1,93.0,93.0,17454.84342,0.838,16.4
2348,Developed,82.0,81.0,58.2,0.1,96.0,96.0,22486.47167,0.877,16.8
1292,Developed,88.0,66.0,58.2,0.1,95.0,97.0,31959.26215,0.851,15.8
2824,Developing,75.2,123.0,55.7,0.1,94.0,94.0,6281.37747,0.742,14.2
1586,Developing,75.0,123.0,4.6,0.1,99.0,99.0,9643.644683,0.787,13.1
2135,Developing,75.0,222.0,6.5,0.1,97.0,97.0,9329.298351,0.805,15.0
2026,Developing,68.1,217.0,23.7,0.1,88.0,88.0,2581.818554,0.666,11.6
1468,Developing,73.9,11.0,6.8,0.1,77.0,74.0,5339.441291,0.0,13.7
1881,Developing,59.4,241.0,17.7,0.7,75.0,4.0,375.5819866,0.323,4.8
1110,Developing,65.6,229.0,43.2,0.4,93.0,93.0,3439.597513,0.624,10.3
1599,Developing,72.9,14.0,27.9,0.1,94.0,94.0,4167.364387,0.723,12.0
1913,Developed,81.3,61.0,59.8,0.1,95.0,95.0,11563.727,0.941,17.6
2661,Developing,69.3,191.0,36.0,0.5,91.0,91.0,884.518666,0.729,12.0
300,Developing,63.3,273.0,15.5,0.2,95.0,96.0,997.7417141,0.0,8.4
576,Developing,74.8,143.0,57.9,0.1,91.0,91.0,644.525556,0.724,13.6
1571,Developing,57.6,377.0,19.2,5.1,91.0,87.0,354.7253961,0.466,10.7
2840,Developing,67.4,185.0,35.3,0.2,99.0,99.0,456.734892,0.594,10.7
2359,Developed,76.2,124.0,51.8,0.1,92.0,93.0,1479.29634,0.824,14.7
2709,Developing,63.4,231.0,39.4,0.1,83.0,66.0,1283.885977,0.0,10.3
2545,Developing,73.8,121.0,49.4,0.1,8.0,83.0,258.3529,0.644,11.5
1085,Developing,54.0,334.0,18.1,2.8,6.0,65.0,386.3288283,0.325,5.1
2701,Developing,65.6,217.0,45.0,0.1,97.0,97.0,5649.978486,0.665,10.6
2025,Developing,68.1,219.0,24.3,0.1,89.0,84.0,276.289146,0.671,11.7
1787,Developing,59.2,296.0,18.3,0.6,85.0,85.0,643.951373,0.493,8.2
2019,Developing,72.1,152.0,47.4,0.4,94.0,95.0,218.25997,0.686,13.3
1616,Developing,78.0,129.0,15.6,0.1,98.0,97.0,298.67598,0.587,11.8
583,Developing,73.5,146.0,52.8,0.1,92.0,92.0,5433.7245,0.683,12.2
1942,Developing,66.4,161.0,25.4,0.1,72.0,72.0,1431.244865,0.548,8.1
2138,Developing,69.6,237.0,58.7,0.3,97.0,98.0,15154.45687,0.792,14.3
274,Developing,59.5,251.0,24.6,1.2,77.0,73.0,915.2674586,0.466,10.3
1667,Developing,74.6,146.0,33.3,0.1,97.0,98.0,9252.11724,0.779,15.2
874,Developing,73.0,189.0,56.3,0.1,95.0,95.0,16586.452,0.829,16.1
2145,Developing,65.0,327.0,55.3,0.3,98.0,98.0,5323.473877,0.748,13.7
2752,Developing,76.0,84.0,55.1,0.1,93.0,94.0,3372.57517,0.831,13.2
2210,Developing,71.6,16.0,69.7,0.1,49.0,55.0,2571.262348,0.671,12.6
1139,Developing,74.5,149.0,5.2,0.3,97.0,97.0,2242.711912,0.618,11.4
496,Developing,82.2,64.0,67.0,0.1,91.0,91.0,43315.744,0.919,16.3
1028,Developing,86.0,74.0,65.4,0.1,99.0,99.0,21874.8195,0.86,17.1
2009,Developing,75.3,125.0,54.2,0.1,88.0,71.0,6583.116248,0.731,13.4
201,Developing,68.2,152.0,13.0,0.1,94.0,95.0,494.51466,0.506,8.4
100,Developing,73.9,128.0,51.9,0.1,95.0,96.0,3526.978143,0.729,12.7
263,Developing,69.6,181.0,45.7,0.1,94.0,94.0,447.22796,0.699,12.8
1095,Developing,56.7,287.0,23.1,5.9,83.0,82.0,543.957418,0.405,8.9
2662,Developing,69.2,192.0,35.2,2.0,96.0,96.0,749.626612,0.721,11.9
265,Developing,69.4,184.0,44.4,0.6,98.0,98.0,4187.3783,0.692,12.3
2575,Developing,73.7,16.0,26.8,0.3,99.0,99.0,4212.5492,0.706,13.0
1716,Developing,68.8,222.0,52.7,0.1,99.0,99.0,3944.1839,0.733,14.8
1068,Developing,69.2,28.0,43.8,0.4,87.0,87.0,277.83438,0.567,9.6
1741,Developing,73.8,13.0,56.5,0.1,9.0,9.0,4383.59597,0.751,13.2
1023,Developing,57.6,31.0,2.7,3.5,78.0,8.0,39.484473,0.484,7.6
66,Developing,76.1,133.0,46.4,0.2,99.0,98.0,12224.86416,0.781,13.9
552,Developing,78.9,9.0,58.7,0.1,96.0,95.0,1526.87746,0.797,14.8
1473,Developing,72.7,112.0,57.9,0.1,83.0,83.0,5334.93329,0.0,14.9
1400,Developing,73.9,87.0,67.9,0.1,99.0,99.0,37567.3121,0.788,13.6
1337,Developing,73.1,119.0,6.1,0.1,97.0,98.0,3385.69665,0.739,13.6
937,Developing,89.0,88.0,59.1,0.1,98.0,98.0,45413.6571,0.877,16.1
82,Developing,76.0,119.0,61.6,0.1,94.0,99.0,12976.63642,0.823,17.3
1111,Developing,65.9,221.0,42.4,0.4,95.0,95.0,326.281212,0.618,10.2
350,Developing,46.7,679.0,3.5,37.2,97.0,97.0,3128.97793,0.56,11.8
2688,Developing,73.5,121.0,6.2,0.1,96.0,96.0,185.68975,0.705,12.5
2921,Developing,43.8,614.0,16.8,18.7,85.0,85.0,341.955625,0.418,9.6
1835,Developed,86.0,65.0,58.6,0.1,97.0,97.0,519.349,0.906,16.9
42,Developing,72.9,136.0,48.9,0.1,88.0,88.0,31.122378,0.68,12.0
539,Developing,48.5,45.0,15.1,5.2,21.0,31.0,454.6765879,0.301,5.6
1660,Developing,69.0,221.0,24.8,1.3,68.0,68.0,944.134851,0.466,7.2
2612,Developing,62.3,229.0,13.2,0.1,57.0,57.0,467.5438297,0.484,10.2
471,Developing,65.6,199.0,15.3,0.7,91.0,91.0,745.7877873,0.511,10.5
1243,Developing,64.7,249.0,53.2,0.1,59.0,63.0,2351.812429,0.631,10.2
549,Developing,79.1,89.0,6.6,0.1,92.0,92.0,1286.17764,0.815,15.2
2151,Developing,66.1,227.0,21.4,0.4,98.0,99.0,71.348397,0.493,10.8
1588,Developing,74.6,128.0,38.5,0.1,97.0,97.0,1882.27842,0.779,12.9
1694,Developing,75.4,124.0,55.7,0.1,98.0,98.0,7199.59665,0.714,12.1
992,Developing,73.0,121.0,46.5,0.1,87.0,83.0,733.974142,0.673,11.7
421,Developing,56.8,33.0,16.1,1.9,96.0,94.0,231.1943256,0.361,9.3
1663,Developing,63.0,226.0,22.9,1.3,76.0,75.0,528.586613,0.447,6.6
212,Developing,74.9,14.0,51.4,0.1,91.0,91.0,15534.1574,0.78,15.5
1360,Developing,64.4,284.0,44.4,0.1,95.0,95.0,149.926751,0.685,12.3
1731,Developing,62.8,274.0,38.5,0.1,94.0,94.0,474.2133361,0.582,8.9
1960,Developing,77.6,119.0,57.1,0.1,8.0,8.0,12593.7374,0.78,13.0
2316,Developed,82.5,59.0,32.4,0.1,97.0,97.0,54431.16199,0.917,15.4
474,Developing,62.9,234.0,13.9,1.4,82.0,82.0,474.2238766,0.47,10.0
1748,Developing,74.3,95.0,58.5,0.1,99.0,99.0,2847.285569,0.645,12.1
904,Developing,68.9,23.0,58.0,0.1,99.0,99.0,3369.48247,0.704,14.5
1849,Developed,86.0,72.0,65.3,0.1,95.0,95.0,38426.5581,0.901,19.7
1402,Developing,73.7,89.0,67.1,0.1,99.0,99.0,45793.97614,0.787,13.9
1633,Developing,49.8,37.0,15.6,2.5,43.0,53.0,269.3483829,0.291,4.4
2556,Developing,68.8,164.0,38.2,0.2,94.0,96.0,954.725253,0.613,11.1
2275,Developing,73.0,135.0,53.9,0.1,98.0,98.0,3528.1318,0.73,13.2
2829,Developing,68.8,184.0,42.2,0.1,99.0,99.0,174.468298,0.673,12.0
1377,Developing,51.9,428.0,14.4,18.1,82.0,8.0,43.9797132,0.448,8.4
1847,Developed,81.3,69.0,66.4,0.1,92.0,92.0,42889.88141,0.908,19.3
593,Developing,63.2,23.0,23.7,0.8,87.0,87.0,852.954379,0.497,11.1
2708,Developing,63.5,238.0,4.0,0.1,97.0,98.0,1453.917166,0.0,10.3
2698,Developing,66.0,217.0,47.7,0.1,98.0,98.0,7962.365824,0.683,10.8
69,Developing,75.6,138.0,44.4,0.1,98.0,99.0,12126.87614,0.783,14.1
2741,Developing,67.4,267.0,56.1,1.0,99.0,99.0,1367.352433,0.7,14.6
515,Developing,53.0,439.0,21.2,5.1,47.0,47.0,486.41114,0.366,7.1
2853,Developing,69.6,169.0,44.1,0.1,69.0,67.0,1787.94723,0.0,10.7
1059,Developing,71.7,187.0,49.9,0.4,73.0,65.0,3687.763767,0.614,10.7
297,Developing,65.8,245.0,17.4,0.3,95.0,96.0,1335.45696,0.0,9.6
2742,Developing,67.6,256.0,55.7,0.9,97.0,99.0,148.522488,0.691,14.3
79,Developing,73.6,156.0,38.2,0.1,95.0,96.0,9875.161736,0.0,0.0
1946,Developing,65.5,167.0,22.5,0.1,74.0,75.0,1226.215314,0.525,7.5
2650,Developing,71.1,171.0,46.0,0.3,92.0,94.0,19325.24283,0.778,12.7
2676,Developing,74.0,15.0,51.4,0.1,97.0,97.0,3112.83529,0.673,13.6
2267,Developing,75.3,122.0,58.9,0.1,95.0,97.0,6353.826383,0.766,14.1
430,Developing,51.3,385.0,13.0,5.3,81.0,72.0,133.7427689,0.268,4.5
43,Developing,72.3,14.0,47.9,0.1,86.0,86.0,2598.9823,0.673,11.7
2124,Developed,73.4,153.0,56.9,0.1,94.0,94.0,8297.483621,0.797,15.8
2128,Developed,72.5,157.0,54.4,0.1,97.0,97.0,5828.745662,0.755,13.7
1025,Developing,57.2,38.0,19.5,3.6,88.0,88.0,263.1124679,0.48,7.7
1580,Developing,46.0,66.0,15.9,22.4,93.0,94.0,28.3673842,0.371,9.7
524,Developing,45.7,51.0,17.5,12.8,47.0,44.0,286.25819,0.316,5.6
1541,Developed,81.1,7.0,6.1,0.1,99.0,99.0,16749.136,0.892,13.9
573,Developing,72.7,16.0,21.9,0.1,86.0,86.0,1148.5857,0.6,9.7
332,Developing,75.2,12.0,49.4,0.1,87.0,87.0,2214.732246,0.0,12.1
399,Developed,71.1,163.0,57.0,0.1,93.0,94.0,169.28586,0.709,12.9
800,Developing,73.4,158.0,44.3,0.3,89.0,9.0,193.741571,0.67,12.4
1333,Developing,73.7,115.0,63.2,0.1,98.0,98.0,387.753211,0.735,12.9
2511,Developed,81.4,62.0,56.9,0.1,98.0,98.0,4627.592,0.898,15.8
345,Developing,54.8,491.0,33.2,14.4,96.0,96.0,5374.554867,0.61,11.9
2083,Developing,76.5,85.0,64.7,0.1,92.0,93.0,34176.98183,0.815,12.8
2291,Developing,72.2,185.0,3.1,0.1,99.0,99.0,1192.5174,0.712,12.1
1007,Developed,78.4,91.0,56.1,0.1,93.0,97.0,2525.16445,0.867,16.3
2362,Developing,68.8,183.0,49.7,0.1,88.0,94.0,29.652622,0.512,9.6
6,Developing,58.6,281.0,16.2,0.1,63.0,63.0,445.8932979,0.434,8.9
1016,Developing,66.0,271.0,24.9,2.1,94.0,94.0,186.76538,0.542,10.4
661,Developing,78.8,92.0,58.4,0.1,97.0,99.0,675.92436,0.78,16.5
956,Developing,65.0,37.0,3.8,10.9,45.0,44.0,6741.293948,0.64,12.4
2672,Developing,74.7,12.0,54.7,0.1,99.0,99.0,431.9326,0.701,14.3
2249,Developing,66.7,188.0,24.3,0.3,89.0,85.0,98.7256145,0.491,9.5
2427,Developed,82.4,6.0,65.4,0.1,96.0,96.0,2921.9342,0.874,17.5
1738,Developing,75.0,117.0,58.5,0.1,92.0,91.0,6698.79439,0.785,14.6
1624,Developing,56.0,276.0,2.2,1.6,73.0,77.0,697.153124,0.385,7.1
2820,Developing,75.7,123.0,58.3,0.1,96.0,96.0,522.951116,0.753,15.5
460,Developing,71.1,144.0,23.2,0.9,92.0,93.0,1768.92132,0.572,11.3
1378,Developing,66.3,198.0,77.6,0.1,78.0,8.0,1424.483611,0.586,11.9
455,Developing,72.4,124.0,26.2,0.4,99.0,99.0,3638.95946,0.615,12.2
1548,Developed,78.8,9.0,57.0,0.1,99.0,99.0,8289.69641,0.874,13.5
1992,Developing,73.9,147.0,49.4,0.2,87.0,83.0,4712.822736,0.688,12.3
2364,Developing,68.7,184.0,48.1,0.1,99.0,99.0,1858.689868,0.505,9.4
2146,Developing,64.9,321.0,55.0,0.3,97.0,98.0,412.372294,0.741,13.6
1312,Developing,72.7,171.0,42.5,2.2,99.0,99.0,3394.878,0.68,10.9
672,Developing,76.9,115.0,49.4,0.1,95.0,98.0,2741.11542,0.679,12.1
1869,Developing,72.5,173.0,47.9,0.2,93.0,93.0,1344.31871,0.601,11.0
1053,Developing,73.0,187.0,39.9,0.1,83.0,84.0,5836.17763,0.0,14.8
431,Developing,58.0,386.0,12.8,5.2,8.0,71.0,135.9984455,0.268,4.5
2013,Developing,73.8,14.0,51.5,0.3,93.0,92.0,4166.93387,0.706,13.3
1375,Developing,52.1,437.0,15.1,15.7,84.0,83.0,395.8493511,0.451,8.5
2665,Developing,75.3,1.0,61.2,0.1,98.0,98.0,3828.91589,0.723,14.6
1252,Developed,81.0,67.0,61.3,0.1,96.0,96.0,5234.76736,0.902,18.6
2613,Developing,61.0,25.0,12.9,0.1,55.0,55.0,471.4565823,0.485,9.8
1336,Developing,73.3,118.0,6.9,0.1,98.0,98.0,3492.1396,0.742,13.6
1828,Developing,62.5,238.0,11.4,0.1,74.0,74.0,231.42554,0.439,8.9
1526,Developed,72.8,18.0,6.5,0.1,92.0,92.0,14357.73679,0.826,16.7
1814,Developing,69.6,158.0,18.5,0.1,92.0,92.0,76.2386977,0.551,12.4
2445,Developing,74.5,141.0,2.5,0.1,99.0,99.0,322.992615,0.746,13.6
2927,Developing,52.4,527.0,29.4,15.7,89.0,89.0,713.63562,0.436,10.0
916,Developing,87.0,79.0,61.4,0.1,98.0,98.0,49638.7713,0.887,17.0
2140,Developing,68.4,256.0,57.5,0.2,97.0,98.0,1674.98771,0.773,13.7
2160,Developing,57.6,328.0,15.9,6.2,99.0,99.0,342.3656294,0.404,9.3
1512,Developing,72.7,132.0,59.0,0.1,98.0,98.0,1296.97353,0.757,14.6
1069,Developing,69.6,21.0,43.1,0.4,87.0,88.0,1872.73783,0.564,9.3
1210,Developing,67.5,19.0,2.5,0.2,73.0,77.0,1855.93915,0.638,11.0
75,Developing,74.4,149.0,4.8,0.1,97.0,97.0,1352.8374,0.0,0.0
1446,Developed,73.6,169.0,59.4,0.1,92.0,92.0,1372.68947,0.81,15.8
903,Developing,69.1,2.0,58.7,0.1,99.0,99.0,3651.966784,0.706,14.6
1497,Developing,58.6,281.0,23.4,2.4,75.0,79.0,232.61732,0.394,9.8
1819,Developing,67.5,183.0,15.9,0.2,89.0,93.0,48.7299,0.502,10.5
1590,Developing,74.3,13.0,36.3,0.1,96.0,96.0,145.1262,0.774,13.0
1168,Developed,72.3,185.0,56.6,0.1,99.0,99.0,527.85364,0.769,14.2
2156,Developing,62.8,26.0,18.3,2.3,97.0,93.0,563.491487,0.454,10.0
2075,Developing,77.5,74.0,66.5,0.1,93.0,92.0,85948.746,0.827,12.4
599,Developing,61.0,255.0,2.6,0.1,81.0,81.0,795.97519,0.461,10.2
882,Developing,64.8,225.0,17.6,0.6,77.0,75.0,645.4637627,0.441,8.4
884,Developing,63.7,237.0,16.8,0.9,72.0,7.0,52.1535887,0.427,8.4
181,Developing,76.1,73.0,6.1,0.1,99.0,99.0,2722.1389,0.81,14.4
2016,Developing,74.2,134.0,49.5,0.4,94.0,94.0,3171.49856,0.693,13.0
1764,Developing,57.6,355.0,22.6,3.9,8.0,8.0,528.3125597,0.414,9.1
642,Developed,77.8,97.0,63.1,0.1,95.0,95.0,13467.46827,0.82,15.1
667,Developing,77.2,19.0,53.8,0.1,89.0,99.0,3779.577,0.719,14.2
1668,Developing,74.2,148.0,32.8,0.1,97.0,98.0,1153.93822,0.769,14.7
950,Developing,62.8,289.0,34.1,6.0,75.0,75.0,1716.2258,0.664,12.5
2486,Developing,67.9,221.0,49.0,1.6,73.0,74.0,2232.513244,0.0,11.0
2837,Developing,67.8,183.0,37.0,0.3,99.0,99.0,465.1198869,0.613,11.6
1866,Developing,73.2,154.0,5.2,0.1,98.0,99.0,1526.497938,0.614,11.4
2552,Developing,72.6,136.0,43.9,0.1,84.0,86.0,1177.629268,0.588,10.0
2277,Developing,73.0,134.0,52.8,0.1,89.0,89.0,2832.49652,0.715,13.0
1637,Developed,81.0,58.0,68.4,0.1,99.0,99.0,2193.8836,0.821,14.1
2531,Developed,81.1,66.0,53.2,0.1,94.0,94.0,54797.54663,0.899,15.2
3,Developing,59.5,272.0,17.6,0.1,67.0,67.0,669.959,0.463,9.8
1554,Developing,65.5,22.0,2.5,0.3,69.0,71.0,41.8575951,0.511,10.3
1806,Developing,55.1,477.0,27.9,22.1,86.0,86.0,3573.146387,0.565,11.6
2063,Developed,78.7,94.0,55.7,0.1,97.0,96.0,2278.5845,0.797,15.4
2810,Developing,77.0,116.0,64.0,0.1,95.0,95.0,15524.84247,0.794,15.5
588,Developing,72.4,15.0,49.0,0.1,92.0,92.0,2246.257472,0.659,11.6
320,Developing,77.4,88.0,55.8,0.1,82.0,74.0,4574.9787,0.747,14.2
651,Developed,75.2,116.0,57.5,0.1,96.0,96.0,1224.2459,0.777,13.6
1334,Developing,73.6,116.0,62.4,0.1,98.0,98.0,387.324145,0.737,13.1
1555,Developing,65.1,225.0,2.0,0.3,73.0,73.0,452.4631926,0.509,10.3
1536,Developed,71.2,21.0,57.2,0.1,95.0,97.0,353.147337,0.757,14.7
2611,Developing,63.7,26.0,13.5,0.1,55.0,55.0,478.331859,0.492,10.6
1027,Developing,88.0,73.0,66.0,0.1,99.0,99.0,21673.7817,0.862,17.2
744,Developed,78.8,88.0,56.3,0.1,88.0,88.0,64322.6664,0.906,16.8
2317,Developed,82.2,6.0,32.1,0.1,96.0,96.0,53166.67581,0.911,15.2
1142,Developing,73.9,153.0,47.6,0.4,97.0,97.0,212.584798,0.611,11.7
1175,Developed,81.8,53.0,58.9,0.1,96.0,96.0,41676.44527,0.894,18.4
1004,Developed,79.2,85.0,57.6,0.1,96.0,95.0,34696.6292,0.884,16.4
136,Developed,81.0,8.0,53.7,0.1,85.0,85.0,46586.6525,0.86,15.2
1276,Developing,80.0,71.0,6.6,0.1,93.0,95.0,2611.17931,0.866,15.8
251,Developed,78.8,91.0,59.8,0.1,95.0,96.0,35589.71295,0.88,18.8
278,Developing,58.4,259.0,22.5,1.6,79.0,8.0,793.45243,0.448,9.3
2567,Developing,64.0,194.0,31.6,0.3,85.0,84.0,17.8159721,0.535,9.7
1724,Developing,65.9,26.0,43.9,0.1,95.0,99.0,1634.81431,0.661,13.0
2268,Developing,74.9,126.0,58.3,0.1,91.0,93.0,5659.3824,0.767,14.0
2434,Developed,88.0,73.0,61.1,0.1,98.0,98.0,28482.6948,0.844,15.9
2638,Developing,72.8,142.0,72.7,0.1,82.0,84.0,3547.59975,0.707,14.4
1050,Developing,71.9,164.0,41.8,0.1,96.0,96.0,7322.596862,0.0,15.3
22,Developing,76.1,91.0,53.5,0.1,98.0,98.0,4114.136545,0.721,12.2
81,Developing,76.2,118.0,62.2,0.1,94.0,92.0,12245.25645,0.825,17.3
1889,Developing,52.1,28.0,14.6,1.6,41.0,44.0,215.8548,0.266,3.0
1728,Developing,64.0,271.0,4.5,0.1,98.0,98.0,646.561295,0.609,10.5
2440,Developed,79.1,86.0,57.6,0.1,95.0,95.0,14676.769,0.82,15.7
1977,Developing,62.4,281.0,47.2,0.8,79.0,8.0,229.95364,0.506,10.0
54,Developing,49.1,369.0,19.8,2.5,6.0,63.0,3347.84485,0.48,8.5
2497,Developing,50.0,51.0,28.5,40.7,87.0,88.0,347.48798,0.508,10.5
286,Developing,55.5,281.0,18.8,2.1,76.0,77.0,378.73654,0.395,6.6
1758,Developing,77.0,137.0,49.1,0.1,98.0,98.0,213.755559,0.569,9.8
1005,Developed,79.1,86.0,57.1,0.1,96.0,96.0,34165.9343,0.877,16.4
2608,Developing,66.2,168.0,14.7,0.1,79.0,79.0,643.71911,0.566,11.7
1642,Developed,79.6,65.0,66.1,0.1,74.0,76.0,19375.5696,0.808,14.4
200,Developing,68.6,151.0,13.5,0.1,94.0,96.0,541.651484,0.513,8.6
1318,Developed,82.5,64.0,27.4,0.1,97.0,96.0,48167.99727,0.884,15.1
2527,Developed,82.1,6.0,55.0,0.1,95.0,96.0,69672.471,0.916,15.3
48,Developing,52.4,335.0,23.3,1.9,64.0,7.0,3695.793748,0.531,11.4
366,Developing,71.0,179.0,44.5,0.1,98.0,99.0,3146.95177,0.685,14.3
469,Developing,66.6,192.0,16.4,0.5,89.0,88.0,785.6928841,0.519,10.6
1376,Developing,51.9,434.0,14.7,16.9,8.0,77.0,41.7763612,0.447,8.4
192,Developing,71.8,129.0,18.3,0.1,97.0,97.0,121.15812,0.575,10.2
113,Developed,82.7,6.0,66.1,0.1,92.0,92.0,62214.6912,0.936,20.4
1105,Developing,52.1,3.0,17.4,3.1,49.0,52.0,297.7519443,0.0,6.4
864,Developing,58.1,345.0,12.8,2.0,86.0,89.0,215.139213,0.0,4.3
1539,Developed,81.7,65.0,6.9,0.1,99.0,99.0,119172.7418,0.892,13.9
1926,Developing,76.6,99.0,54.6,0.1,99.0,99.0,16627.36433,0.795,13.7
2136,Developing,73.0,225.0,59.9,0.1,97.0,97.0,14125.961,0.803,14.9
835,Developing,57.9,32.0,24.0,4.4,2.0,24.0,192.59733,0.582,9.2
349,Developing,46.0,699.0,31.1,34.6,97.0,97.0,355.618382,0.558,11.9
122,Developed,81.0,67.0,61.5,0.1,92.0,92.0,3416.71483,0.91,20.3
952,Developing,61.7,31.0,33.0,8.0,76.0,74.0,763.66223,0.652,12.4
2402,Developing,54.0,496.0,44.3,28.1,82.0,79.0,5631.73485,0.609,12.9
58,Developing,47.4,382.0,17.7,2.6,38.0,39.0,1443.991929,0.426,6.8
2648,Developing,71.6,158.0,65.5,0.1,91.0,91.0,263.27236,0.676,13.7
1994,Developing,73.6,148.0,47.9,0.1,87.0,83.0,3855.537735,0.679,12.3
1332,Developing,73.9,114.0,64.0,0.1,98.0,98.0,3992.86717,0.737,13.1
1201,Developing,62.5,224.0,11.4,0.3,58.0,57.0,438.864634,0.489,8.3
1873,Developing,76.0,198.0,44.9,0.3,86.0,86.0,115.565314,0.583,11.0
1086,Developing,53.3,338.0,17.7,2.9,57.0,61.0,37.1931781,0.338,5.9
247,Developed,79.5,87.0,61.3,0.1,99.0,99.0,48424.58927,0.874,15.8
1867,Developing,73.2,163.0,49.4,0.2,98.0,99.0,1464.497754,0.613,11.3
550,Developing,79.3,91.0,59.9,0.1,94.0,94.0,1243.32824,0.816,15.3
1521,Developing,78.0,148.0,52.8,0.1,94.0,94.0,7145.628494,0.727,15.5
2297,Developing,51.0,413.0,24.4,0.5,86.0,86.0,587.538233,0.431,9.5
632,Developing,78.9,99.0,53.4,0.1,9.0,89.0,6911.136136,0.74,12.9
1935,Developing,74.7,115.0,5.1,0.1,98.0,98.0,1448.55,0.748,11.6
2756,Developing,75.3,92.0,56.6,0.1,94.0,94.0,39439.8197,0.818,12.6
1794,Developing,62.5,239.0,14.1,0.4,73.0,77.0,138.9249275,0.427,7.6
359,Developing,73.4,158.0,5.3,0.1,99.0,99.0,8787.61375,0.704,13.3
457,Developing,72.1,129.0,24.9,0.6,96.0,97.0,234.28992,0.596,11.9
1237,Developing,76.0,147.0,57.2,0.1,69.0,7.0,6651.12242,0.656,10.5
329,Developing,75.7,1.0,51.0,0.1,87.0,91.0,344.321698,0.697,12.7
1733,Developing,75.9,17.0,61.3,0.1,91.0,91.0,7378.345289,0.803,15.1
2554,Developing,69.6,162.0,39.9,0.2,97.0,94.0,114.45919,0.622,11.3
1929,Developing,76.0,14.0,52.3,0.1,98.0,99.0,22134.916,0.797,13.7
